Outcome,Predictor,Coef,StdError,t_value,p_value,FDR,logPval
first_z_wld,MT.CO3_heteroplasmic,0.251150352833005,0.376905732956526,0.666347924354797,0.506092012194983,0.793069648447689,0.295770517239756
first_z_lf,MT.DLOOP1_heteroplasmic,-0.176707048487643,0.266412056358906,-0.663284728561931,0.508046630133887,0.965226621188362,0.294096424959292
first_comp_memory,MT.DLOOP1_heteroplasmic,-0.202345248512754,0.321658361631234,-0.629068827828992,0.530148396366231,0.906561741492892,0.275602547942207
first_comp_fluency,MT.ATP6_heteroplasmic,-0.382596670454529,0.609158001708504,-0.628074603602777,0.530797906278718,0.953831321247456,0.275070798869759
first_z_wld,MT.ND5_heteroplasmic,0.212453714249083,0.33878317532213,0.627108220610637,0.5314296181969,0.793069648447689,0.274554244692352
first_z_af,MT.ND3_heteroplasmic,0.708532697933912,1.13589595127464,0.623765492903495,0.533617677094873,0.863859164165951,0.272769792027041
first_z_moca,MT.CO3_heteroplasmic,0.301816816651235,0.485154225518498,0.622104891137813,0.53473682695187,0.673423602808004,0.271859905311982
first_comp_overall2,MT.TF_heteroplasmic,-0.643404085079595,1.0440280290296,-0.616270892341487,0.538540075101836,0.897566791836394,0.268781973428201
first_z_moca,MT.TQ_heteroplasmic,-0.820439076498259,1.33184991745732,-0.616014661820597,0.538738882246403,0.673423602808004,0.268621679112156
first_comp_memory,MT.ND6_heteroplasmic,-0.377070766818416,0.614792019511981,-0.613330614014368,0.540477483933188,0.906561741492892,0.267222393861002
first_comp_memory2,MT.ND3_heteroplasmic,-0.643683331914797,1.08124381738928,-0.595317468236723,0.552422933815165,0.796805731175835,0.257728300001757
first_comp_memory2,MT.ND6_heteroplasmic,-0.366632518602649,0.624240191191407,-0.587326038560422,0.557764011823084,0.796805731175835,0.253549510813715
first_comp_fluency,MT.ND3_heteroplasmic,0.60895001284953,1.03841527166739,0.586422435671364,0.558369526969726,0.953831321247456,0.253078291369885
first_comp_fluency,MT.CYB_heteroplasmic,-0.173408711348911,0.296402655513547,-0.585044391887997,0.559293590880225,0.953831321247456,0.252360157359218
first_z_af,MT.ND1_heteroplasmic,-0.385725116367263,0.663047392814545,-0.581745921252948,0.561508456707868,0.863859164165951,0.250643698576334
first_z_wll,MT.ND2_heteroplasmic,0.259117836734366,0.449749413612262,0.576138242523106,0.565283709138026,0.888289967125974,0.247733530254382
first_z_lf,MT.ND2_heteroplasmic,0.196175183459331,0.340802299890649,0.575627522238778,0.565628151454042,0.965226621188362,0.247468983728666
first_z_mocam,MT.ND2_heteroplasmic,0.307909255464626,0.538534505338409,0.571753996099357,0.568271459776241,0.811816371108916,0.24544415492296
first_z_wld,MT.RNR1_heteroplasmic,0.214218626488642,0.378547840596295,0.565895782554726,0.57221083372133,0.793069648447689,0.242443923914798
first_comp_overall,MT.ND3_heteroplasmic,-0.540932150602758,0.991035147731286,-0.54582539463013,0.585901492813428,0.837002132590611,0.232175395455859
first_z_wll,MT.CYB_heteroplasmic,-0.179745851152305,0.332362529192438,-0.540812622858074,0.589344650901858,0.888289967125974,0.229630653923212
first_comp_memory,MT.ND5_heteroplasmic,0.177035923565708,0.332975907266413,0.531677877294773,0.595643190946767,0.906561741492892,0.225013818458876
first_z_lf,MT.TQ_heteroplasmic,0.461574316679337,0.875308076500777,0.527327839272973,0.598653452516885,0.965226621188362,0.222824508517001
first_z_wld,MT.DLOOP2_heteroplasmic,-0.328041632868169,0.631237847420742,-0.51967991813,0.603962683203897,0.793069648447689,0.218989894126039
first_z_lf,MT.CYB_heteroplasmic,-0.125401165634643,0.251883733047068,-0.497853371147276,0.619230792753012,0.965226621188362,0.208147455441758
first_z_mocam,MT.CO3_heteroplasmic,0.243711247111537,0.504950023668412,0.482644292876746,0.629991926981532,0.813840844117951,0.200665015768382
first_z_moca,MT.ND2_heteroplasmic,0.24794760234585,0.517818557690925,0.478831047406849,0.632696617087962,0.68976195825721,0.198804487627083
first_comp_overall2,MT.ND3_heteroplasmic,-0.487256974381,1.02091412568028,-0.47727518125613,0.633779196464526,0.908028049446667,0.198062020445405
first_z_wld,MT.TI_heteroplasmic,-0.515283394220679,1.08179348716025,-0.476323254240804,0.634455718758151,0.793069648447689,0.197598683687605
first_comp_fluency,MT.CO3_heteroplasmic,0.171646091544828,0.361309033473668,0.475067257230195,0.635348811229018,0.953831321247456,0.196987778328988
first_comp_memory,MT.TI_heteroplasmic,-0.488684027626227,1.0629532587489,-0.45974178413208,0.646288980495747,0.906561741492892,0.189573248921346
first_z_moca,MT.RNR2_heteroplasmic,-0.180421746485805,0.397527454826121,-0.453859838598373,0.650529744951679,0.68976195825721,0.186732840880965
first_comp_fluency,MT.TF_heteroplasmic,-0.477788387111133,1.06284188915528,-0.449538536245372,0.653615840812434,0.953831321247456,0.184677430933929
first_comp_fluency,MT.ND6_heteroplasmic,-0.269384585729638,0.599747412817044,-0.449163397744935,0.653885873117198,0.953831321247456,0.184498045254641
first_z_moca,MT.ATP8_heteroplasmic,0.631489208195955,1.41189038081009,0.447265040387646,0.655273860344349,0.68976195825721,0.183577156223067
first_z_wll,MT.ND4_heteroplasmic,-0.263299965627453,0.593205650090408,-0.443859504014038,0.657708601756146,0.888289967125974,0.181966478239877
first_z_lf,MT.ND3_heteroplasmic,0.391510899239733,0.882584543172358,0.443595916412141,0.657898816733771,0.965226621188362,0.181840894703979
first_comp_memory2,MT.ATP8_heteroplasmic,-0.34665566007118,0.790894701795242,-0.43830823405987,0.661719318616165,0.857517712978076,0.179326186127258
first_z_wll,MT.TQ_heteroplasmic,0.503752203213593,1.15542566794003,0.435988412921202,0.663398271926277,0.888289967125974,0.178225664100618
first_z_wll,MT.ATP8_heteroplasmic,-0.357591609173345,0.851607201891926,-0.419902049182912,0.675087217459012,0.888289967125974,0.170640115147859
first_z_mocam,MT.ATP6_heteroplasmic,0.343597618838939,0.818491900255945,0.419793548025943,0.675185706367734,0.813840844117951,0.17057676026766
first_z_wll,MT.TI_heteroplasmic,-0.472146210956142,1.16213735235015,-0.406274017439796,0.685052235508901,0.888289967125974,0.164276312115808
first_comp_memory,MT.ATP8_heteroplasmic,-0.309266200926618,0.779074557489495,-0.396966115699124,0.691890359600374,0.906561741492892,0.159962720562179
first_z_lf,MT.ND1_heteroplasmic,-0.204071072294646,0.515167712327565,-0.396125509055368,0.692509177866664,0.965226621188362,0.159574466493933
first_z_wll,MT.ND6_heteroplasmic,-0.261569040479468,0.672510791624067,-0.388944004672099,0.697804295927763,0.888289967125974,0.156266361210666
first_z_wld,MT.ATP8_heteroplasmic,-0.293825096697299,0.792966613630953,-0.370539051262057,0.711442167516075,0.836990785313029,0.147860397546608
first_comp_memory,MT.ND4_heteroplasmic,-0.196569654151774,0.542756573058912,-0.362169089991725,0.717675487045246,0.906561741492892,0.144071887295332
first_z_wll,MT.DLOOP1_heteroplasmic,-0.127071193099294,0.351898530887887,-0.361101800506744,0.718471699529308,0.888289967125974,0.143590333974179
first_comp_overall,MT.DLOOP2_heteroplasmic,0.200239139008954,0.577312872199336,0.346846828905999,0.729135364366087,0.944829759914871,0.137191837196581
first_z_wll,MT.ATP6_heteroplasmic,0.236106382301626,0.683513919671522,0.345430247294879,0.730197994974369,0.888289967125974,0.136559363898977
first_z_mocam,MT.ND5_heteroplasmic,-0.149617218774316,0.436206891707111,-0.342995999418496,0.732040725411351,0.813840844117951,0.13546475728938
first_z_mocam,MT.ATP8_heteroplasmic,0.503109456188477,1.46918147863816,0.342442008358849,0.732456759706156,0.813840844117951,0.135218008619324
first_z_wll,MT.RNR1_heteroplasmic,-0.137196488225055,0.406835126032516,-0.337228718579451,0.736360483312909,0.888289967125974,0.132909525898106
first_z_wll,MT.ND5_heteroplasmic,0.122572780900368,0.364177534234675,0.336574251231495,0.736852982918191,0.888289967125974,0.132619154035801
first_comp_overall2,MT.ND4_heteroplasmic,-0.171182506726748,0.520142211402293,-0.329107122964013,0.742479819161781,0.908028049446667,0.129315346112821
first_comp_fluency,MT.TI_heteroplasmic,0.290313263575591,1.03681577404315,0.280004674739362,0.779814335340728,0.953831321247456,0.108008785431504
first_z_wld,MT.ND4_heteroplasmic,-0.152745202732059,0.552490680049531,-0.276466569025862,0.782525566135883,0.85312032422435,0.10650146457978
first_comp_overall,MT.ATP6_heteroplasmic,-0.16080408928943,0.581828634897218,-0.276377063012439,0.78259418882811,0.944829759914871,0.106463381287441
first_z_lf,MT.CO2_heteroplasmic,-0.144763226530178,0.525222028658677,-0.275622914941092,0.783172448665077,0.965226621188362,0.106142599043516
first_comp_overall2,MT.CO1_heteroplasmic,0.0945783088821184,0.350164198396536,0.270097026809734,0.787413214204971,0.908028049446667,0.103797301244866
first_comp_overall2,MT.ND6_heteroplasmic,-0.158464786367902,0.589662890965181,-0.268737932801777,0.788457212355268,0.908028049446667,0.10322186979507
first_z_wll,MT.TN_heteroplasmic,-0.30396523637421,1.18332806220266,-0.256873174974322,0.797587302797662,0.888289967125974,0.0982217683985112
first_z_wll,MT.CO1_heteroplasmic,-0.101640980881459,0.399464878862108,-0.254442846567607,0.799460970413376,0.888289967125974,0.0972027336036146
first_comp_memory2,MT.RNR1_heteroplasmic,-0.0945062684518884,0.377905561893321,-0.250079062023878,0.802828158658735,0.857517712978076,0.095377403329994
first_comp_memory,MT.ND1_heteroplasmic,-0.152384667942758,0.622095377757144,-0.244953866225714,0.806787584106501,0.906561741492892,0.0932407938944791
first_comp_fluency,MT.RNR2_heteroplasmic,-0.0677624682223353,0.282756115916262,-0.239649876370501,0.810890400329915,0.953831321247456,0.0910378409164542
first_comp_overall,MT.CO1_heteroplasmic,0.0811373179308185,0.34000199592762,0.23863776949148,0.811673898895429,0.944829759914871,0.0906184194732596
first_z_mocam,MT.RNR1_heteroplasmic,-0.121805798477072,0.516947175139637,-0.235625232779674,0.814017473891606,0.856860498833269,0.0893662723426789
first_comp_memory2,MT.DLOOP2_heteroplasmic,0.146860991957297,0.630089227365018,0.233079674400177,0.815979938425938,0.857517712978076,0.0883205186211591
first_comp_memory2,MT.ND4_heteroplasmic,-0.127113726546181,0.551173528768355,-0.230623787086125,0.817884390826459,0.857517712978076,0.0873080801605557
first_z_lf,MT.RNR2_heteroplasmic,0.0541511105810656,0.240224940197912,0.225418353883042,0.821924590805826,0.965226621188362,0.085168025889655
first_comp_memory,MT.RNR1_heteroplasmic,-0.0824911887464732,0.372234585422967,-0.221610758314516,0.82488288486825,0.906561741492892,0.0836077072876114
first_z_wld,MT.ATP6_heteroplasmic,-0.13741225322069,0.636511104121717,-0.215883512999034,0.829337358594676,0.85312032422435,0.0812687708095465
first_comp_overall2,MT.DLOOP2_heteroplasmic,0.127553946697114,0.594725847826898,0.214475202588202,0.830433553048342,0.908028049446667,0.0806951117964864
first_comp_memory,MT.DLOOP2_heteroplasmic,0.132265170740731,0.620625650729461,0.213115862332263,0.831491946194535,0.906561741492892,0.080141952987109
first_comp_fluency,MT.DLOOP1_heteroplasmic,-0.0660746018408191,0.313950300045786,-0.210461980228026,0.833559166951878,0.953831321247456,0.0790635680390603
first_comp_memory2,MT.ATP6_heteroplasmic,0.133442546664803,0.634954800514031,0.21016070207954,0.833793918885719,0.857517712978076,0.0789412766407681
first_z_wld,MT.RNR2_heteroplasmic,-0.0547307365325783,0.295171009540485,-0.185420433455785,0.85312032422435,0.85312032422435,0.0689897115506554
first_comp_overall2,MT.ND1_heteroplasmic,-0.107464958239705,0.596183483614069,-0.180254839648108,0.857167201662978,0.908028049446667,0.0669344549998974
first_comp_memory2,MT.RNR2_heteroplasmic,0.0529441801282668,0.294448964673322,0.179807662720111,0.857517712978076,0.857517712978076,0.0667569003590276
first_comp_memory,MT.RNR2_heteroplasmic,-0.0507736092394208,0.290020349089159,-0.175069126697078,0.861233654418248,0.906561741492892,0.0648790075961589
first_z_lf,MT.TF_heteroplasmic,-0.152455158592345,0.903416258243717,-0.168754056838345,0.866190714485345,0.965226621188362,0.0623864761930975
first_z_lf,MT.ATP6_heteroplasmic,0.0841375348898789,0.518080443660548,0.162402452976988,0.871181813747559,0.965226621188362,0.0598911992205089
first_comp_fluency,MT.CO1_heteroplasmic,-0.0567125007445574,0.356338261058186,-0.159153554199157,0.873736818069492,0.953831321247456,0.0586193633296556
first_comp_fluency,MT.ND1_heteroplasmic,-0.0941204168196571,0.606625406863682,-0.155154096341381,0.876883900562975,0.953831321247456,0.0570579034214144
first_z_lf,MT.CO3_heteroplasmic,-0.04764719448617,0.30713817977476,-0.155132763113697,0.876900692506719,0.965226621188362,0.0570495869513786
first_z_af,MT.CO1_heteroplasmic,-0.0591441088978633,0.389843679129174,-0.151712371045693,0.879593690638194,0.990680380960635,0.0557178945122977
first_comp_overall,MT.ND6_heteroplasmic,-0.0827499931535112,0.572609624054116,-0.144513800811861,0.885265940379857,0.944829759914871,0.0529262444549867
first_z_lf,MT.ND5_heteroplasmic,0.0383712585347916,0.276035082902713,0.13900862937888,0.889607866708778,0.965226621188362,0.0508013853246219
first_z_wll,MT.RNR2_heteroplasmic,-0.0427377020860657,0.317050629900835,-0.134797720160445,0.892931272455509,0.933018279472098,0.049181966802355
first_comp_overall,MT.ND1_heteroplasmic,0.0746184402426654,0.578881282543938,0.128901110629711,0.897588271919127,0.944829759914871,0.046922830635688
first_z_lf,MT.ND4_heteroplasmic,-0.0551365693136084,0.449747489067639,-0.12259450170119,0.902573016449837,0.965226621188362,0.0445176543989779
first_comp_overall2,MT.TQ_heteroplasmic,0.118100067304973,1.01337679302719,0.116541120852176,0.907361259321194,0.908028049446667,0.0422197673029783
first_comp_overall2,MT.ATP6_heteroplasmic,-0.0693448116940683,0.599357921255335,-0.115698498734826,0.908028049446667,0.908028049446667,0.0419007356950426
first_z_lf,MT.DLOOP2_heteroplasmic,0.0536834731605955,0.514149214172266,0.104412243918375,0.916965290128944,0.965226621188362,0.0376471033602597
first_comp_memory,MT.ATP6_heteroplasmic,0.0570282710190968,0.625467709535815,0.0911770026648055,0.927459293369116,0.927459293369116,0.0327051426866379
first_z_wll,MT.ND1_heteroplasmic,0.0572504974406787,0.680156364938281,0.0841725526539383,0.933018279472098,0.933018279472098,0.0301098475760109
first_z_af,MT.TQ_heteroplasmic,-0.0911460718322846,1.12806715143889,-0.0807984451244988,0.935697287469493,0.990680380960635,0.0288646295151128
first_comp_fluency,MT.DLOOP2_heteroplasmic,-0.0417620391438365,0.605200647518344,-0.0690052783569942,0.945066517786485,0.953831321247456,0.0245376229288806
first_comp_fluency,MT.CO2_heteroplasmic,-0.0393104856051041,0.618353965795096,-0.0635727880463379,0.949385088405179,0.953831321247456,0.0225575938460186
first_z_af,MT.CO3_heteroplasmic,-0.0247162518942268,0.395536902584723,-0.0624878531755519,0.950247743699112,0.990680380960635,0.022163152927372
first_comp_overall,MT.TQ_heteroplasmic,0.0586807397304212,0.983950044812407,0.0596379257664538,0.952514060519348,0.952514060519348,0.0211286047747626
first_comp_fluency,MT.TQ_heteroplasmic,-0.059786712845558,1.03113116029945,-0.0579816759957051,0.953831321247456,0.953831321247456,0.020528420608802
first_z_af,MT.ND6_heteroplasmic,0.0329993465234779,0.656519740978382,0.0502640582814775,0.959970973251607,0.990680380960635,0.0177418985721393
first_z_mocam,MT.RNR2_heteroplasmic,0.0133003526365409,0.413812207219696,0.0321410350020914,0.974398661957461,0.974398661957461,0.0112633210832135
first_z_af,MT.DLOOP1_heteroplasmic,0.00928320144237356,0.343511774021109,0.0270244054045237,0.978471965852608,0.990680380960635,0.00945161277545306
first_z_af,MT.CO2_heteroplasmic,-0.0167134860993171,0.676498159688387,-0.0247058855370956,0.980318536780193,0.990680380960635,0.00863278523796809
first_z_lf,MT.RNR1_heteroplasmic,0.00701582233723506,0.308385647265299,0.0227501584443049,0.981876246760125,0.981876246760125,0.00794324616011576
first_z_af,MT.DLOOP2_heteroplasmic,0.00774527966837861,0.6621103516981,0.0116978682609545,0.990680380960635,0.990680380960635,0.00406643751709279
first_z_moca,MT.RNR1_heteroplasmic,0.00230891342810177,0.496998034465447,0.00464571943546045,0.99629891177368,0.99629891177368,0.00161034404805073
